customerNumber,customerName,productCode,productName,productLine,quantityOrdered,quantityInStock,warehouseCode,warehouseName,orderNumber,orderDate,requiredDate,shippedDate,status,comments,customerNumber,contactLastName,contactFirstName,addressLine1,city,state,postalCode,country
448,Scandinavian Gift Ideas,S18_2432,1926 Ford Fire Engine,Trucks and Buses,26,2018,d,South,10291,2004-09-08,2004-09-17,2004-09-14,Shipped,NULL,448,Larsson,Martha,Åkergatan 24,Bräcke,NULL,S-844 67,Sweden
448,Scandinavian Gift Ideas,S18_2949,1913 Ford Model T Speedster,Vintage Cars,47,4189,c,West,10291,2004-09-08,2004-09-17,2004-09-14,Shipped,NULL,448,Larsson,Martha,Åkergatan 24,Bräcke,NULL,S-844 67,Sweden
448,Scandinavian Gift Ideas,S18_2957,1934 Ford V8 Coupe,Vintage Cars,37,5649,c,West,10291,2004-09-08,2004-09-17,2004-09-14,Shipped,NULL,448,Larsson,Martha,Åkergatan 24,Bräcke,NULL,S-844 67,Sweden
448,Scandinavian Gift Ideas,S18_3136,18th Century Vintage Horse Carriage,Vintage Cars,23,5992,c,West,10291,2004-09-08,2004-09-17,2004-09-14,Shipped,NULL,448,Larsson,Martha,Åkergatan 24,Bräcke,NULL,S-844 67,Sweden
448,Scandinavian Gift Ideas,S18_4600,1940s Ford truck,Trucks and Buses,48,3128,d,South,10291,2004-09-08,2004-09-17,2004-09-14,Shipped,NULL,448,Larsson,Martha,Åkergatan 24,Bräcke,NULL,S-844 67,Sweden
448,Scandinavian Gift Ideas,S18_4668,1939 Cadillac Limousine,Vintage Cars,29,6645,c,West,10291,2004-09-08,2004-09-17,2004-09-14,Shipped,NULL,448,Larsson,Martha,Åkergatan 24,Bräcke,NULL,S-844 67,Sweden
448,Scandinavian Gift Ideas,S24_2300,1962 Volkswagen Microbus,Trucks and Buses,48,2327,d,South,10291,2004-09-08,2004-09-17,2004-09-14,Shipped,NULL,448,Larsson,Martha,Åkergatan 24,Bräcke,NULL,S-844 67,Sweden
448,Scandinavian Gift Ideas,S32_1268,1980’s GM Manhattan Express,Trucks and Buses,26,5099,d,South,10291,2004-09-08,2004-09-17,2004-09-14,Shipped,NULL,448,Larsson,Martha,Åkergatan 24,Bräcke,NULL,S-844 67,Sweden
448,Scandinavian Gift Ideas,S32_3522,1996 Peterbilt 379 Stake Bed with Outrigger,Trucks and Buses,32,814,d,South,10291,2004-09-08,2004-09-17,2004-09-14,Shipped,NULL,448,Larsson,Martha,Åkergatan 24,Bräcke,NULL,S-844 67,Sweden
448,Scandinavian Gift Ideas,S700_2824,1982 Camaro Z28,Classic Cars,28,6934,b,East,10291,2004-09-08,2004-09-17,2004-09-14,Shipped,NULL,448,Larsson,Martha,Åkergatan 24,Bräcke,NULL,S-844 67,Sweden
131,Land of Toys Inc.,S12_4473,1957 Chevy Pickup,Trucks and Buses,21,6125,d,South,10292,2004-09-08,2004-09-18,2004-09-11,Shipped,They want to reevaluate their terms agreement with Finance.,131,Lee,Kwai,897 Long Airport Avenue,NYC,NY,10022,USA
131,Land of Toys Inc.,S18_2238,1998 Chrysler Plymouth Prowler,Classic Cars,26,4724,b,East,10292,2004-09-08,2004-09-18,2004-09-11,Shipped,They want to reevaluate their terms agreement with Finance.,131,Lee,Kwai,897 Long Airport Avenue,NYC,NY,10022,USA
131,Land of Toys Inc.,S18_2319,1964 Mercedes Tour Bus,Trucks and Buses,41,8258,d,South,10292,2004-09-08,2004-09-18,2004-09-11,Shipped,They want to reevaluate their terms agreement with Finance.,131,Lee,Kwai,897 Long Airport Avenue,NYC,NY,10022,USA
131,Land of Toys Inc.,S18_3232,1992 Ferrari 360 Spider red,Classic Cars,21,8347,b,East,10292,2004-09-08,2004-09-18,2004-09-11,Shipped,They want to reevaluate their terms agreement with Finance.,131,Lee,Kwai,897 Long Airport Avenue,NYC,NY,10022,USA
131,Land of Toys Inc.,S18_4027,1970 Triumph Spitfire,Classic Cars,44,5545,b,East,10292,2004-09-08,2004-09-18,2004-09-11,Shipped,They want to reevaluate their terms agreement with Finance.,131,Lee,Kwai,897 Long Airport Avenue,NYC,NY,10022,USA
131,Land of Toys Inc.,S24_1444,1970 Dodge Coronet,Classic Cars,40,4074,b,East,10292,2004-09-08,2004-09-18,2004-09-11,Shipped,They want to reevaluate their terms agreement with Finance.,131,Lee,Kwai,897 Long Airport Avenue,NYC,NY,10022,USA
131,Land of Toys Inc.,S24_2840,1958 Chevy Corvette Limited Edition,Classic Cars,39,2542,b,East,10292,2004-09-08,2004-09-18,2004-09-11,Shipped,They want to reevaluate their terms agreement with Finance.,131,Lee,Kwai,897 Long Airport Avenue,NYC,NY,10022,USA
131,Land of Toys Inc.,S24_4048,1992 Porsche Cayenne Turbo Silver,Classic Cars,27,6582,b,East,10292,2004-09-08,2004-09-18,2004-09-11,Shipped,They want to reevaluate their terms agreement with Finance.,131,Lee,Kwai,897 Long Airport Avenue,NYC,NY,10022,USA
131,Land of Toys Inc.,S32_2509,1954 Greyhound Scenicruiser,Trucks and Buses,50,2874,d,South,10292,2004-09-08,2004-09-18,2004-09-11,Shipped,They want to reevaluate their terms agreement with Finance.,131,Lee,Kwai,897 Long Airport Avenue,NYC,NY,10022,USA
131,Land of Toys Inc.,S32_3207,1950's Chicago Surface Lines Streetcar,Trains,31,8601,d,South,10292,2004-09-08,2004-09-18,2004-09-11,Shipped,They want to reevaluate their terms agreement with Finance.,131,Lee,Kwai,897 Long Airport Avenue,NYC,NY,10022,USA
131,Land of Toys Inc.,S50_1392,Diamond T620 Semi-Skirted Tanker,Trucks and Buses,41,1016,d,South,10292,2004-09-08,2004-09-18,2004-09-11,Shipped,They want to reevaluate their terms agreement with Finance.,131,Lee,Kwai,897 Long Airport Avenue,NYC,NY,10022,USA
131,Land of Toys Inc.,S50_1514,1962 City of Detroit Streetcar,Trains,35,1645,d,South,10292,2004-09-08,2004-09-18,2004-09-11,Shipped,They want to reevaluate their terms agreement with Finance.,131,Lee,Kwai,897 Long Airport Avenue,NYC,NY,10022,USA
249,Amica Models & Co.,S12_1108,2001 Ferrari Enzo,Classic Cars,46,3619,b,East,10293,2004-09-09,2004-09-18,2004-09-14,Shipped,NULL,249,Accorti,Paolo ,Via Monte Bianco 34,Torino,NULL,10100,Italy
249,Amica Models & Co.,S12_3148,1969 Corvair Monza,Classic Cars,24,6906,b,East,10293,2004-09-09,2004-09-18,2004-09-14,Shipped,NULL,249,Accorti,Paolo ,Via Monte Bianco 34,Torino,NULL,10100,Italy
249,Amica Models & Co.,S12_3891,1969 Ford Falcon,Classic Cars,45,1049,b,East,10293,2004-09-09,2004-09-18,2004-09-14,Shipped,NULL,249,Accorti,Paolo ,Via Monte Bianco 34,Torino,NULL,10100,Italy
249,Amica Models & Co.,S18_3140,1903 Ford Model A,Vintage Cars,24,3913,c,West,10293,2004-09-09,2004-09-18,2004-09-14,Shipped,NULL,249,Accorti,Paolo ,Via Monte Bianco 34,Torino,NULL,10100,Italy
249,Amica Models & Co.,S18_3259,Collectable Wooden Train,Trains,22,6450,d,South,10293,2004-09-09,2004-09-18,2004-09-14,Shipped,NULL,249,Accorti,Paolo ,Via Monte Bianco 34,Torino,NULL,10100,Italy
249,Amica Models & Co.,S18_4522,1904 Buick Runabout,Vintage Cars,49,8290,c,West,10293,2004-09-09,2004-09-18,2004-09-14,Shipped,NULL,249,Accorti,Paolo ,Via Monte Bianco 34,Torino,NULL,10100,Italy
249,Amica Models & Co.,S24_2011,18th century schooner,Ships,21,1898,d,South,10293,2004-09-09,2004-09-18,2004-09-14,Shipped,NULL,249,Accorti,Paolo ,Via Monte Bianco 34,Torino,NULL,10100,Italy
249,Amica Models & Co.,S700_1938,The Mayflower,Ships,29,737,d,South,10293,2004-09-09,2004-09-18,2004-09-14,Shipped,NULL,249,Accorti,Paolo ,Via Monte Bianco 34,Torino,NULL,10100,Italy
249,Amica Models & Co.,S72_3212,Pont Yacht,Ships,32,414,d,South,10293,2004-09-09,2004-09-18,2004-09-14,Shipped,NULL,249,Accorti,Paolo ,Via Monte Bianco 34,Torino,NULL,10100,Italy
204,Online Mini Collectables,S700_3962,The Queen Mary,Ships,45,5088,d,South,10294,2004-09-10,2004-09-17,2004-09-14,Shipped,NULL,204,Barajas,Miguel,7635 Spinnaker Dr.,Brickhaven,MA,58339,USA
362,Gifts4AllAges.com,S10_4757,1972 Alfa Romeo GTA,Classic Cars,24,3252,b,East,10295,2004-09-10,2004-09-17,2004-09-14,Shipped,They want to reevaluate their terms agreement with Finance.,362,Yoshido,Juri,8616 Spinnaker Dr.,Boston,MA,51003,USA
362,Gifts4AllAges.com,S24_3151,1912 Ford Model T Delivery Wagon,Vintage Cars,46,9173,c,West,10295,2004-09-10,2004-09-17,2004-09-14,Shipped,They want to reevaluate their terms agreement with Finance.,362,Yoshido,Juri,8616 Spinnaker Dr.,Boston,MA,51003,USA
362,Gifts4AllAges.com,S700_1138,The Schooner Bluenose,Ships,26,1897,d,South,10295,2004-09-10,2004-09-17,2004-09-14,Shipped,They want to reevaluate their terms agreement with Finance.,362,Yoshido,Juri,8616 Spinnaker Dr.,Boston,MA,51003,USA
362,Gifts4AllAges.com,S700_2610,The USS Constitution Ship,Ships,44,7083,d,South,10295,2004-09-10,2004-09-17,2004-09-14,Shipped,They want to reevaluate their terms agreement with Finance.,362,Yoshido,Juri,8616 Spinnaker Dr.,Boston,MA,51003,USA
362,Gifts4AllAges.com,S700_3505,The Titanic,Ships,34,1956,d,South,10295,2004-09-10,2004-09-17,2004-09-14,Shipped,They want to reevaluate their terms agreement with Finance.,362,Yoshido,Juri,8616 Spinnaker Dr.,Boston,MA,51003,USA
415,"Bavarian Collectables Imports, Co.",S18_1662,1980s Black Hawk Helicopter,Planes,36,5330,a,North,10296,2004-09-15,2004-09-22,2004-09-16,Shipped,NULL,415,Donnermeyer,Michael,Hansastr. 15,Munich,NULL,80686,Germany
415,"Bavarian Collectables Imports, Co.",S18_3029,1999 Yamaha Speed Boat,Ships,21,4259,d,South,10296,2004-09-15,2004-09-22,2004-09-16,Shipped,NULL,415,Donnermeyer,Michael,Hansastr. 15,Munich,NULL,80686,Germany
415,"Bavarian Collectables Imports, Co.",S18_3856,1941 Chevrolet Special Deluxe Cabriolet,Vintage Cars,22,2378,c,West,10296,2004-09-15,2004-09-22,2004-09-16,Shipped,NULL,415,Donnermeyer,Michael,Hansastr. 15,Munich,NULL,80686,Germany
415,"Bavarian Collectables Imports, Co.",S24_2841,1900s Vintage Bi-Plane,Planes,21,5942,a,North,10296,2004-09-15,2004-09-22,2004-09-16,Shipped,NULL,415,Donnermeyer,Michael,Hansastr. 15,Munich,NULL,80686,Germany
415,"Bavarian Collectables Imports, Co.",S24_3420,1937 Horch 930V Limousine,Vintage Cars,31,2902,c,West,10296,2004-09-15,2004-09-22,2004-09-16,Shipped,NULL,415,Donnermeyer,Michael,Hansastr. 15,Munich,NULL,80686,Germany
415,"Bavarian Collectables Imports, Co.",S24_3816,1940 Ford Delivery Sedan,Vintage Cars,22,6621,c,West,10296,2004-09-15,2004-09-22,2004-09-16,Shipped,NULL,415,Donnermeyer,Michael,Hansastr. 15,Munich,NULL,80686,Germany
415,"Bavarian Collectables Imports, Co.",S24_3949,Corsair F4U ( Bird Cage),Planes,32,6812,a,North,10296,2004-09-15,2004-09-22,2004-09-16,Shipped,NULL,415,Donnermeyer,Michael,Hansastr. 15,Munich,NULL,80686,Germany
415,"Bavarian Collectables Imports, Co.",S50_1341,1930 Buick Marquette Phaeton,Vintage Cars,26,7062,c,West,10296,2004-09-15,2004-09-22,2004-09-16,Shipped,NULL,415,Donnermeyer,Michael,Hansastr. 15,Munich,NULL,80686,Germany
415,"Bavarian Collectables Imports, Co.",S700_1691,American Airlines: B767-300,Planes,42,5841,a,North,10296,2004-09-15,2004-09-22,2004-09-16,Shipped,NULL,415,Donnermeyer,Michael,Hansastr. 15,Munich,NULL,80686,Germany
415,"Bavarian Collectables Imports, Co.",S700_2047,HMS Bounty,Ships,34,3501,d,South,10296,2004-09-15,2004-09-22,2004-09-16,Shipped,NULL,415,Donnermeyer,Michael,Hansastr. 15,Munich,NULL,80686,Germany
415,"Bavarian Collectables Imports, Co.",S700_2466,America West Airlines B757-200,Planes,24,9653,a,North,10296,2004-09-15,2004-09-22,2004-09-16,Shipped,NULL,415,Donnermeyer,Michael,Hansastr. 15,Munich,NULL,80686,Germany
415,"Bavarian Collectables Imports, Co.",S700_3167,F/A 18 Hornet 1/72,Planes,22,551,a,North,10296,2004-09-15,2004-09-22,2004-09-16,Shipped,NULL,415,Donnermeyer,Michael,Hansastr. 15,Munich,NULL,80686,Germany
415,"Bavarian Collectables Imports, Co.",S700_4002,American Airlines: MD-11S,Planes,47,8820,a,North,10296,2004-09-15,2004-09-22,2004-09-16,Shipped,NULL,415,Donnermeyer,Michael,Hansastr. 15,Munich,NULL,80686,Germany
415,"Bavarian Collectables Imports, Co.",S72_1253,Boeing X-32A JSF,Planes,21,4857,a,North,10296,2004-09-15,2004-09-22,2004-09-16,Shipped,NULL,415,Donnermeyer,Michael,Hansastr. 15,Munich,NULL,80686,Germany
189,"Clover Collections, Co.",S18_2581,P-51-D Mustang,Planes,25,992,a,North,10297,2004-09-16,2004-09-22,2004-09-21,Shipped,We must be cautions with this customer. Their VP of Sales resigned. Company may be heading down.,189,Cassidy,Dean,25 Maiden Lane,Dublin,NULL,2,Ireland
189,"Clover Collections, Co.",S24_1785,1928 British Royal Navy Airplane,Planes,32,3627,a,North,10297,2004-09-16,2004-09-22,2004-09-21,Shipped,We must be cautions with this customer. Their VP of Sales resigned. Company may be heading down.,189,Cassidy,Dean,25 Maiden Lane,Dublin,NULL,2,Ireland
189,"Clover Collections, Co.",S24_2000,1960 BSA Gold Star DBD34,Motorcycles,32,15,a,North,10297,2004-09-16,2004-09-22,2004-09-21,Shipped,We must be cautions with this customer. Their VP of Sales resigned. Company may be heading down.,189,Cassidy,Dean,25 Maiden Lane,Dublin,NULL,2,Ireland
189,"Clover Collections, Co.",S24_4278,1900s Vintage Tri-Plane,Planes,23,2756,a,North,10297,2004-09-16,2004-09-22,2004-09-21,Shipped,We must be cautions with this customer. Their VP of Sales resigned. Company may be heading down.,189,Cassidy,Dean,25 Maiden Lane,Dublin,NULL,2,Ireland
189,"Clover Collections, Co.",S32_1374,1997 BMW F650 ST,Motorcycles,26,178,a,North,10297,2004-09-16,2004-09-22,2004-09-21,Shipped,We must be cautions with this customer. Their VP of Sales resigned. Company may be heading down.,189,Cassidy,Dean,25 Maiden Lane,Dublin,NULL,2,Ireland
189,"Clover Collections, Co.",S32_4289,1928 Ford Phaeton Deluxe,Vintage Cars,28,136,c,West,10297,2004-09-16,2004-09-22,2004-09-21,Shipped,We must be cautions with this customer. Their VP of Sales resigned. Company may be heading down.,189,Cassidy,Dean,25 Maiden Lane,Dublin,NULL,2,Ireland
189,"Clover Collections, Co.",S700_2834,ATA: B757-300,Planes,35,7106,a,North,10297,2004-09-16,2004-09-22,2004-09-21,Shipped,We must be cautions with this customer. Their VP of Sales resigned. Company may be heading down.,189,Cassidy,Dean,25 Maiden Lane,Dublin,NULL,2,Ireland
103,Atelier graphique,S10_2016,1996 Moto Guzzi 1100i,Motorcycles,39,6625,a,North,10298,2004-09-27,2004-10-05,2004-10-01,Shipped,NULL,103,Schmitt,Carine ,"54, rue Royale",Nantes,NULL,44000,France
103,Atelier graphique,S18_2625,1936 Harley Davidson El Knucklehead,Motorcycles,32,4357,a,North,10298,2004-09-27,2004-10-05,2004-10-01,Shipped,NULL,103,Schmitt,Carine ,"54, rue Royale",Nantes,NULL,44000,France
186,"Toys of Finland, Co.",S10_1678,1969 Harley Davidson Ultimate Chopper,Motorcycles,23,7933,a,North,10299,2004-09-30,2004-10-10,2004-10-01,Shipped,NULL,186,Karttunen,Matti,Keskuskatu 45,Helsinki,NULL,21240,Finland
186,"Toys of Finland, Co.",S10_4698,2003 Harley-Davidson Eagle Drag Bike,Motorcycles,29,5582,a,North,10299,2004-09-30,2004-10-10,2004-10-01,Shipped,NULL,186,Karttunen,Matti,Keskuskatu 45,Helsinki,NULL,21240,Finland
186,"Toys of Finland, Co.",S12_2823,2002 Suzuki XREO,Motorcycles,24,9997,a,North,10299,2004-09-30,2004-10-10,2004-10-01,Shipped,NULL,186,Karttunen,Matti,Keskuskatu 45,Helsinki,NULL,21240,Finland
186,"Toys of Finland, Co.",S18_3782,1957 Vespa GS150,Motorcycles,39,7689,a,North,10299,2004-09-30,2004-10-10,2004-10-01,Shipped,NULL,186,Karttunen,Matti,Keskuskatu 45,Helsinki,NULL,21240,Finland
186,"Toys of Finland, Co.",S18_4721,1957 Corvette Convertible,Classic Cars,49,1249,b,East,10299,2004-09-30,2004-10-10,2004-10-01,Shipped,NULL,186,Karttunen,Matti,Keskuskatu 45,Helsinki,NULL,21240,Finland
186,"Toys of Finland, Co.",S24_1578,1997 BMW R 1100 S,Motorcycles,47,7003,a,North,10299,2004-09-30,2004-10-10,2004-10-01,Shipped,NULL,186,Karttunen,Matti,Keskuskatu 45,Helsinki,NULL,21240,Finland
186,"Toys of Finland, Co.",S24_2360,1982 Ducati 900 Monster,Motorcycles,33,6840,a,North,10299,2004-09-30,2004-10-10,2004-10-01,Shipped,NULL,186,Karttunen,Matti,Keskuskatu 45,Helsinki,NULL,21240,Finland
186,"Toys of Finland, Co.",S24_4620,1961 Chevrolet Impala,Classic Cars,32,7869,b,East,10299,2004-09-30,2004-10-10,2004-10-01,Shipped,NULL,186,Karttunen,Matti,Keskuskatu 45,Helsinki,NULL,21240,Finland
186,"Toys of Finland, Co.",S32_2206,1982 Ducati 996 R,Motorcycles,24,9241,a,North,10299,2004-09-30,2004-10-10,2004-10-01,Shipped,NULL,186,Karttunen,Matti,Keskuskatu 45,Helsinki,NULL,21240,Finland
186,"Toys of Finland, Co.",S32_4485,1974 Ducati 350 Mk3 Desmo,Motorcycles,38,3341,a,North,10299,2004-09-30,2004-10-10,2004-10-01,Shipped,NULL,186,Karttunen,Matti,Keskuskatu 45,Helsinki,NULL,21240,Finland
186,"Toys of Finland, Co.",S50_4713,2002 Yamaha YZR M1,Motorcycles,44,600,a,North,10299,2004-09-30,2004-10-10,2004-10-01,Shipped,NULL,186,Karttunen,Matti,Keskuskatu 45,Helsinki,NULL,21240,Finland
484,"Iberia Gift Imports, Corp.",S18_2248,1911 Ford Town Car,Vintage Cars,46,540,c,West,10303,2004-10-06,2004-10-14,2004-10-09,Shipped,Customer inquired about remote controlled models and gold models.,484,Roel,José Pedro ,"C/ Romero, 33",Sevilla,NULL,41101,Spain
484,"Iberia Gift Imports, Corp.",S24_3969,1936 Mercedes Benz 500k Roadster,Vintage Cars,24,2081,c,West,10303,2004-10-06,2004-10-14,2004-10-09,Shipped,Customer inquired about remote controlled models and gold models.,484,Roel,José Pedro ,"C/ Romero, 33",Sevilla,NULL,41101,Spain
256,Auto Associés & Cie.,S10_1949,1952 Alpine Renault 1300,Classic Cars,47,7305,b,East,10304,2004-10-11,2004-10-20,2004-10-17,Shipped,NULL,256,Tonini,Daniel ,"67, avenue de l'Europe",Versailles,NULL,78000,France
256,Auto Associés & Cie.,S12_1666,1958 Setra Bus,Trucks and Buses,39,1579,d,South,10304,2004-10-11,2004-10-20,2004-10-17,Shipped,NULL,256,Tonini,Daniel ,"67, avenue de l'Europe",Versailles,NULL,78000,France
256,Auto Associés & Cie.,S18_1097,1940 Ford Pickup Truck,Trucks and Buses,46,2613,d,South,10304,2004-10-11,2004-10-20,2004-10-17,Shipped,NULL,256,Tonini,Daniel ,"67, avenue de l'Europe",Versailles,NULL,78000,France
256,Auto Associés & Cie.,S18_1342,1937 Lincoln Berline,Vintage Cars,37,8693,c,West,10304,2004-10-11,2004-10-20,2004-10-17,Shipped,NULL,256,Tonini,Daniel ,"67, avenue de l'Europe",Versailles,NULL,78000,France
256,Auto Associés & Cie.,S18_1367,1936 Mercedes-Benz 500K Special Roadster,Vintage Cars,37,8635,c,West,10304,2004-10-11,2004-10-20,2004-10-17,Shipped,NULL,256,Tonini,Daniel ,"67, avenue de l'Europe",Versailles,NULL,78000,France
256,Auto Associés & Cie.,S18_2325,1932 Model A Ford J-Coupe,Vintage Cars,24,9354,c,West,10304,2004-10-11,2004-10-20,2004-10-17,Shipped,NULL,256,Tonini,Daniel ,"67, avenue de l'Europe",Versailles,NULL,78000,France
256,Auto Associés & Cie.,S18_2795,1928 Mercedes-Benz SSK,Vintage Cars,20,548,c,West,10304,2004-10-11,2004-10-20,2004-10-17,Shipped,NULL,256,Tonini,Daniel ,"67, avenue de l'Europe",Versailles,NULL,78000,France
256,Auto Associés & Cie.,S18_2949,1913 Ford Model T Speedster,Vintage Cars,46,4189,c,West,10304,2004-10-11,2004-10-20,2004-10-17,Shipped,NULL,256,Tonini,Daniel ,"67, avenue de l'Europe",Versailles,NULL,78000,France
256,Auto Associés & Cie.,S18_2957,1934 Ford V8 Coupe,Vintage Cars,24,5649,c,West,10304,2004-10-11,2004-10-20,2004-10-17,Shipped,NULL,256,Tonini,Daniel ,"67, avenue de l'Europe",Versailles,NULL,78000,France
256,Auto Associés & Cie.,S18_3136,18th Century Vintage Horse Carriage,Vintage Cars,26,5992,c,West,10304,2004-10-11,2004-10-20,2004-10-17,Shipped,NULL,256,Tonini,Daniel ,"67, avenue de l'Europe",Versailles,NULL,78000,France
256,Auto Associés & Cie.,S18_3320,1917 Maxwell Touring Car,Vintage Cars,38,7913,c,West,10304,2004-10-11,2004-10-20,2004-10-17,Shipped,NULL,256,Tonini,Daniel ,"67, avenue de l'Europe",Versailles,NULL,78000,France
256,Auto Associés & Cie.,S18_4668,1939 Cadillac Limousine,Vintage Cars,34,6645,c,West,10304,2004-10-11,2004-10-20,2004-10-17,Shipped,NULL,256,Tonini,Daniel ,"67, avenue de l'Europe",Versailles,NULL,78000,France
256,Auto Associés & Cie.,S24_1937,1939 Chevrolet Deluxe Coupe,Vintage Cars,23,7332,c,West,10304,2004-10-11,2004-10-20,2004-10-17,Shipped,NULL,256,Tonini,Daniel ,"67, avenue de l'Europe",Versailles,NULL,78000,France
256,Auto Associés & Cie.,S24_2022,1938 Cadillac V-16 Presidential Limousine,Vintage Cars,44,2847,c,West,10304,2004-10-11,2004-10-20,2004-10-17,Shipped,NULL,256,Tonini,Daniel ,"67, avenue de l'Europe",Versailles,NULL,78000,France
256,Auto Associés & Cie.,S24_4258,1936 Chrysler Airflow,Vintage Cars,33,4710,c,West,10304,2004-10-11,2004-10-20,2004-10-17,Shipped,NULL,256,Tonini,Daniel ,"67, avenue de l'Europe",Versailles,NULL,78000,France
256,Auto Associés & Cie.,S32_3522,1996 Peterbilt 379 Stake Bed with Outrigger,Trucks and Buses,36,814,d,South,10304,2004-10-11,2004-10-20,2004-10-17,Shipped,NULL,256,Tonini,Daniel ,"67, avenue de l'Europe",Versailles,NULL,78000,France
256,Auto Associés & Cie.,S700_2824,1982 Camaro Z28,Classic Cars,40,6934,b,East,10304,2004-10-11,2004-10-20,2004-10-17,Shipped,NULL,256,Tonini,Daniel ,"67, avenue de l'Europe",Versailles,NULL,78000,France
286,Marta's Replicas Co.,S10_4962,1962 LanciaA Delta 16V,Classic Cars,38,6791,b,East,10305,2004-10-13,2004-10-22,2004-10-15,Shipped,Check on availability.,286,Hernandez,Marta,39323 Spinnaker Dr.,Cambridge,MA,51247,USA
286,Marta's Replicas Co.,S12_4473,1957 Chevy Pickup,Trucks and Buses,38,6125,d,South,10305,2004-10-13,2004-10-22,2004-10-15,Shipped,Check on availability.,286,Hernandez,Marta,39323 Spinnaker Dr.,Cambridge,MA,51247,USA
286,Marta's Replicas Co.,S18_2238,1998 Chrysler Plymouth Prowler,Classic Cars,27,4724,b,East,10305,2004-10-13,2004-10-22,2004-10-15,Shipped,Check on availability.,286,Hernandez,Marta,39323 Spinnaker Dr.,Cambridge,MA,51247,USA
286,Marta's Replicas Co.,S18_2319,1964 Mercedes Tour Bus,Trucks and Buses,36,8258,d,South,10305,2004-10-13,2004-10-22,2004-10-15,Shipped,Check on availability.,286,Hernandez,Marta,39323 Spinnaker Dr.,Cambridge,MA,51247,USA
286,Marta's Replicas Co.,S18_2432,1926 Ford Fire Engine,Trucks and Buses,41,2018,d,South,10305,2004-10-13,2004-10-22,2004-10-15,Shipped,Check on availability.,286,Hernandez,Marta,39323 Spinnaker Dr.,Cambridge,MA,51247,USA
286,Marta's Replicas Co.,S18_3232,1992 Ferrari 360 Spider red,Classic Cars,37,8347,b,East,10305,2004-10-13,2004-10-22,2004-10-15,Shipped,Check on availability.,286,Hernandez,Marta,39323 Spinnaker Dr.,Cambridge,MA,51247,USA
286,Marta's Replicas Co.,S18_4600,1940s Ford truck,Trucks and Buses,22,3128,d,South,10305,2004-10-13,2004-10-22,2004-10-15,Shipped,Check on availability.,286,Hernandez,Marta,39323 Spinnaker Dr.,Cambridge,MA,51247,USA
286,Marta's Replicas Co.,S24_1444,1970 Dodge Coronet,Classic Cars,45,4074,b,East,10305,2004-10-13,2004-10-22,2004-10-15,Shipped,Check on availability.,286,Hernandez,Marta,39323 Spinnaker Dr.,Cambridge,MA,51247,USA
286,Marta's Replicas Co.,S24_2300,1962 Volkswagen Microbus,Trucks and Buses,24,2327,d,South,10305,2004-10-13,2004-10-22,2004-10-15,Shipped,Check on availability.,286,Hernandez,Marta,39323 Spinnaker Dr.,Cambridge,MA,51247,USA
286,Marta's Replicas Co.,S24_2840,1958 Chevy Corvette Limited Edition,Classic Cars,48,2542,b,East,10305,2004-10-13,2004-10-22,2004-10-15,Shipped,Check on availability.,286,Hernandez,Marta,39323 Spinnaker Dr.,Cambridge,MA,51247,USA
286,Marta's Replicas Co.,S24_4048,1992 Porsche Cayenne Turbo Silver,Classic Cars,36,6582,b,East,10305,2004-10-13,2004-10-22,2004-10-15,Shipped,Check on availability.,286,Hernandez,Marta,39323 Spinnaker Dr.,Cambridge,MA,51247,USA
286,Marta's Replicas Co.,S32_1268,1980’s GM Manhattan Express,Trucks and Buses,28,5099,d,South,10305,2004-10-13,2004-10-22,2004-10-15,Shipped,Check on availability.,286,Hernandez,Marta,39323 Spinnaker Dr.,Cambridge,MA,51247,USA
286,Marta's Replicas Co.,S32_2509,1954 Greyhound Scenicruiser,Trucks and Buses,40,2874,d,South,10305,2004-10-13,2004-10-22,2004-10-15,Shipped,Check on availability.,286,Hernandez,Marta,39323 Spinnaker Dr.,Cambridge,MA,51247,USA
286,Marta's Replicas Co.,S50_1392,Diamond T620 Semi-Skirted Tanker,Trucks and Buses,42,1016,d,South,10305,2004-10-13,2004-10-22,2004-10-15,Shipped,Check on availability.,286,Hernandez,Marta,39323 Spinnaker Dr.,Cambridge,MA,51247,USA
187,"AV Stores, Co.",S12_1108,2001 Ferrari Enzo,Classic Cars,31,3619,b,East,10306,2004-10-14,2004-10-21,2004-10-17,Shipped,NULL,187,Ashworth,Rachel,Fauntleroy Circus,Manchester,NULL,EC2 5NT,UK
187,"AV Stores, Co.",S12_3148,1969 Corvair Monza,Classic Cars,34,6906,b,East,10306,2004-10-14,2004-10-21,2004-10-17,Shipped,NULL,187,Ashworth,Rachel,Fauntleroy Circus,Manchester,NULL,EC2 5NT,UK
187,"AV Stores, Co.",S12_3891,1969 Ford Falcon,Classic Cars,20,1049,b,East,10306,2004-10-14,2004-10-21,2004-10-17,Shipped,NULL,187,Ashworth,Rachel,Fauntleroy Circus,Manchester,NULL,EC2 5NT,UK
187,"AV Stores, Co.",S18_3140,1903 Ford Model A,Vintage Cars,32,3913,c,West,10306,2004-10-14,2004-10-21,2004-10-17,Shipped,NULL,187,Ashworth,Rachel,Fauntleroy Circus,Manchester,NULL,EC2 5NT,UK
